drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
aminolevulinic acid,DB00855,Glioblastoma Multiforme,C1621958,NCT01351519,Terminated,Phase 2,Limited staff available for enrollment and limited availability of drug
everolimus,DB01590,Metastatic Renal Cell Cancer,C0278678,NCT01784978,Terminated,Phase 2,Lack of recruitment
tapentadol,DB06204,Chronic pain,C0150055,NCT01264887,Terminated,Phase 3,Administrative reasons
,DB06228,Atrial Fibrillation,C0004238,NCT03926156,Terminated,Phase 3,COVID-19 has impacted our study recruitment
,DB06822,Hemorrhage,C0019080,NCT02094157,Terminated,Phase 3,Change of practice made further recruitment impossible
methotrexate,DB00563,Acute lymphoblastic leukemia - category,C1531702,NCT04095858,Terminated,Phase 3,Business Reasons
,DB14213,Obesity,C0028754,NCT02777489,Terminated,Phase 2,Unproven hypothesis
,DB00091,Multiple Myeloma,C0026764,NCT00303719,Terminated,Phase 2,IRB Study Closure
phosphorylcholine,DB00661,Ischemic stroke,C0948008,NCT02823106,Withdrawn,Phase 1,Study put on clinical hold by FDA. Sponsor decided to no pursue the study.
,DB01076,Dyslipidemias,C0242339,NCT00267267,Terminated,Phase 3,
diazepam,DB00829,Epilepsy,C0014544,NCT02316847,Terminated,Phase 2,
,DB00531,Malignant neoplasm of breast,C0006142,NCT01690325,Terminated,Phase 2,Therapy of HER2+ patients according to protocol was no longer appropriate. Patient enrolment behind planned schedule and challenges of site performance
asparaginase,DB00023,Acute lymphoblastic leukemia - category,C1531702,NCT01910428,Terminated,Phase 1,Sponsor decision based off site/PI feedback about
,DB00531,Myasthenia Gravis,C0026896,NCT00424489,Terminated,Phase 1,No participants enrolled for more than two years. No plan to continue study.
bevacizumab,DB00112,Multiple Myeloma,C0026764,NCT02079519,Terminated,Phase 2,The study was discontinued prematurely by the sponsor due to a lack of recruitment.
epirubicin,DB00445,Malignant neoplasm of breast,C0006142,NCT02897050,Suspended,Phase 2,
etoposide,DB00773,Retinoblastoma,C0035335,NCT00003273,Withdrawn,Phase 2,
,DB00072,Malignant neoplasm of breast,C0006142,NCT00453635,Terminated,Phase 2,Due to poor accrual
,DB00512,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
,DB00072,Malignant neoplasm of breast,C0006142,NCT03058939,Withdrawn,Phase 2,Study never activated to enrollment.
alefacept,DB00092,Chronic graft-versus-host disease,C0867389,NCT01226420,Terminated,Phase 2,Discontinuation of drug supply from Astellas.
goserelin,DB00014,Malignant neoplasm of breast,C0006142,NCT00888082,Withdrawn,Phase 3,
salbutamol,DB01001,Asthma,C0004096,NCT02127697,Withdrawn,Phase 3,
bortezomib,DB00188,Multiple Myeloma,C0026764,NCT00560352,Terminated,Phase 1,
oxycodone,DB00497,Degenerative polyarthritis,C0029408,NCT00483977,Terminated,Phase 2,Met criteria for study futility at interim analysis
,DB00368,"Hypotension, Orthostatic",C0020651,NCT00977171,Terminated,Phase 2,Enrollment issues.
,DB00030,Asthma,C0004096,NCT00523042,Terminated,Phase 3,See termination reason in detailed description
pioglitazone,DB01132,Obesity,C0028754,NCT00787644,Terminated,Phase 2,new safety concerns which emerged about pioglitazone during the trial
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT01999335,Terminated,Phase 1,A program evaluation identified that the safety profile and pharmacokinetic (PK) characteristics of the formulation used in all oprozomib studies required further optimization and thus enrollment in OPZ007 was halted during dose-expansion.
,DB01234,Multiple Myeloma,C0026764,NCT01672736,Terminated,Phase 1/Phase 2,The Sponsor decided to stop further manufacture the study drug 'Linsitinib' in Nov 2015.
,DB14644,Chronic graft-versus-host disease,C0867389,NCT01028313,Withdrawn,Phase 2,A decision was made to not move forward with the study. No participants were enrolled or treated.
dexamethasone phosphate,DB06603,Multiple Myeloma,C0026764,NCT02756663,Withdrawn,Phase 2,
,DB00087,Wolman Disease,C0043208,NCT00668564,Terminated,Phase 2,Replaced by another study
,DB09035,Metastatic Renal Cell Cancer,C0278678,NCT03729245,Terminated,Phase 3,Sponsor decision
cyclophosphamide,DB00531,Non-Small Cell Lung Carcinoma,C0007131,NCT02419170,Withdrawn,Early Phase 1,Investigator who manufactured the vaccine left the university.
,DB00188,Multiple Myeloma,C0026764,NCT00256776,Terminated,Phase 3,
cisplatin,DB00515,Malignant neoplasm of breast,C0006142,NCT00603408,Terminated,Phase 2,Study was discontinued due to lack of accrual.
cannabidiol,DB09061,Epidermolysis Bullosa,C0014527,NCT04613102,Withdrawn,Phase 2/Phase 3,"The study protocol should to be updated (major updates), following the second Health Canada review /requests. The study has been withdrawn form the REB review and will not be performed at SickKids."
norepinephrine,DB00368,Alopecia,C0002170,NCT01367990,Terminated,Phase 1,Study site has terminated the study due to the complexity of the study
,DB00987,Refractory acute myeloid leukemia,C4528668,NCT04196010,Terminated,Phase 1,Terminated due to unfavorable risk-benefit ratio of investigational regimen.
trastuzumab,DB00072,Malignant neoplasm of breast,C0006142,NCT03846583,Withdrawn,Phase 1,"Study halted prematurely, prior to enrollment of first participant."
minocycline,DB01017,Cystic Fibrosis,C0010674,NCT01349192,Terminated,Phase 2,Interim review showed a statistically significant treatment effect and the DMC recommended that the study be stopped with ongoing follow-up of enrolled subjects
tamoxifen,DB00675,Malignant neoplasm of breast,C0006142,NCT00290654,Terminated,Phase 2,Unable to recruit further patients.
,DB14483,Diabetic peripheral neuropathy,C0740447,NCT05281562,Terminated,Phase 2/Phase 3,There are not enough patients at our institution meeting eligibility criteria to complete the study as intended.
azacitidine,DB00928,Renal Cell Carcinoma,C0007134,NCT00934440,Terminated,Phase 1/Phase 2,
oxytocin,DB00107,Schizoaffective Disorder,C0036337,NCT02149823,Terminated,Phase 1,All study proceedings stopped prematurely due to Covid-19 restrictions for intranasal formulations
amantadine,DB00915,Parkinson Disease,C0030567,NCT02153632,Terminated,Phase 3,
,DB00297,Pain,C0030193,NCT03787147,Withdrawn,Phase 2,Never started the study cause of the lack of funding
norepinephrine,DB00545,"Hypotension, Orthostatic",C0020651,NCT01370512,Suspended,Phase 2,Plan to increase enrollment due to preliminary data having lower statistical power than anticipated.
buspirone,DB00490,Heart failure,C0018801,NCT00746954,Terminated,Phase 3,Patient recruitment and Funding inadequate to finish trial
,DB01234,Multiple Myeloma,C0026764,NCT01329289,Withdrawn,Phase 2,Clinical trial being transferred to Columbia University with the Investigator.
calcitriol,DB00136,Vitamin D Deficiency,C0042870,NCT00585442,Terminated,Early Phase 1,Lack of quality data
,DB00563,Rheumatoid Arthritis,C0003873,NCT00476996,Terminated,Phase 3,"Recruitment was fully completed for this study; however, the study was terminated during conduct after the primary endpoint analysis was completed."
,DB00005,Juvenile arthritis,C3495559,NCT03781375,Terminated,Phase 3,
testosterone,DB00624,Urinary Incontinence,C0042024,NCT04026880,Withdrawn,Phase 3,Lack of funds
paclitaxel,DB01229,"Carcinoma, Transitional Cell",C0007138,NCT02887248,Terminated,Phase 2,Enrollment issues
,DB00864,Waldenstrom Macroglobulinemia,C0024419,NCT01044745,Terminated,Phase 2,Study was closed to accrual for safety related to the frequency of BK infections.
ipilimumab,DB06186,Merkel cell carcinoma,C0007129,NCT01913691,Withdrawn,Phase 2,
,DB00958,Non-Small Cell Lung Carcinoma,C0007131,NCT02252796,Terminated,Phase 1,Investigator left institution
,DB01101,Malignant neoplasm of breast,C0006142,NCT00657137,Terminated,Phase 2,Slow accrual
nivolumab,DB09035,Merkel cell carcinoma,C0007129,NCT03435640,Terminated,Phase 1/Phase 2,Based on the overall results from the Phase 1 part of the study the sponsor decided to end the study. The decision was not due to safety reasons.
thalidomide,DB01041,Multiple Myeloma,C0026764,NCT01537861,Terminated,Early Phase 1,Unexpected toxicity (2 early deaths)
bortezomib,DB00188,Multiple Myeloma,C0026764,NCT03117361,Terminated,Phase 2,PharmaMar has decided to end this study due to the slow recruitment rate of the trial
bortezomib,DB00188,Multiple Myeloma,C0026764,NCT00920556,Terminated,Phase 2,Study terminated.24 subjects enrolled;provided adequate data for decision making.
denosumab,DB06643,Dermatomyositis,C0011633,NCT02418273,Withdrawn,Phase 1/Phase 2,was not funded
temozolomide,DB00853,Glioblastoma Multiforme,C1621958,NCT02864368,Terminated,Phase 1,Funding
,DB00997,Malignant neoplasm of breast,C0006142,NCT00003086,Terminated,Phase 1/Phase 2,no participants enrolled in a three year period
,DB01234,Multiple Myeloma,C0026764,NCT03440411,Terminated,Phase 3,Low enrollment
alendronic acid,DB00630,Osteoporosis,C0029456,NCT00236002,Terminated,Phase 3,Slow accrual than anticipated.
bortezomib,DB00188,Multiple Myeloma,C0026764,NCT01329289,Withdrawn,Phase 2,Clinical trial being transferred to Columbia University with the Investigator.
,DB00490,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
ribavirin,DB00811,"Hepatitis C, Chronic",C0524910,NCT02099604,Withdrawn,Phase 3,Study objectives were considered as obsolete regarding the new AAD arrival
,DB05245,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
,DB00007,Malignant neoplasm of breast,C0006142,NCT00498901,Terminated,Phase 2,
octreotide,DB00104,Diabetic Retinopathy,C0011884,NCT00248131,Terminated,Phase 3,
,DB00257,Folliculitis,C0016436,NCT01244256,Suspended,Phase 2/Phase 3,
,DB00860,Lupus Nephritis,C0024143,NCT00425438,Terminated,Phase 3,Study was terminated early for administrative reasons.
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT00651976,Terminated,Early Phase 1,funding unavailable
sunitinib,DB01268,Malignant neoplasm of breast,C0006142,NCT00570908,Terminated,Phase 2,Due to poor accrual this study is being closed to accrual
,DB00188,Metastatic Renal Cell Cancer,C0278678,NCT01100242,Terminated,Phase 2,Low accrual
,DB00313,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
insulin glargine,DB00030,Diabetes Mellitus,C0011849,NCT00136916,Terminated,Phase 3,See termination reason in detailed description.
methotrexate,DB00563,"Leukemia, Myelomonocytic, Chronic",C0023480,NCT01749111,Terminated,Phase 3,Lack of accrual
naltrexone,DB00704,"Dermatitis, Atopic",C0011615,NCT04325802,Withdrawn,Phase 2,Covid-19 pandemic
,DB05812,Hormone refractory prostate cancer,C1328504,NCT04556617,Terminated,Phase 1/Phase 2,study terminated due to business realignment
busulfan,DB01008,Multiple Myeloma,C0026764,NCT00113919,Terminated,Phase 1/Phase 2,Due to poor accrual
,DB00762,Neuroblastoma,C0027819,NCT00808899,Terminated,Phase 2,Voluntarily closed and terminated by the PI due to lack of feasibility
finasteride,DB01216,Prostatic Hypertrophy,C1739363,NCT01534351,Terminated,Phase 3,Business Reasons
ciclosporin,DB00091,Thrombocytopenia due to platelet alloimmunization,C0272286,NCT02203422,Withdrawn,Phase 3,No eligible patient was enrolled.
cannabidiol,DB09061,Lennox-Gastaut syndrome,C0238111,NCT02815540,Terminated,Phase 1/Phase 2,"Investigator no longer at institution, and difficult recruitment; study will not resume"
imatinib,DB00619,Gastrointestinal Stromal Tumors,C0238198,NCT00324987,Terminated,Phase 3,The trial failed to accrue
,DB00531,Multiple Myeloma,C0026764,NCT01729338,Terminated,Phase 2,
,DB15759,Bacterial Vaginosis,C0085166,NCT02376972,Terminated,Phase 2,According to the Recommendation of the Indipendent Data Monitoring Committee
,DB00207,COVID19 (disease),C5203670,NCT04329572,Suspended,Early Phase 1,"Azidus, the CRO hired for this study by Prevent Senior has lost the interest to conduct this study."
olanzapine,DB00334,Schizoaffective Disorder,C0036337,NCT02462473,Terminated,Phase 2,Due to poor enrollment sponsor terminated early after enrolling 9 in Cohort 1 and no enrollment in Cohorts 2 and 3.
lenograstim,DB13144,Non-Small Cell Lung Carcinoma,C0007131,NCT00862134,Terminated,Phase 2,Interim analysis indicated low probability of clinically significant result
,DB00864,Multiple Myeloma,C0026764,NCT00973804,Terminated,Phase 1,
lovastatin,DB00227,melanoma,C0025202,NCT00963664,Withdrawn,Phase 2,Modifications will be necessary before full IRB approval will be secured.
methylprednisolone,DB00959,COVID19 (disease),C5203670,NCT04377503,Terminated,Phase 2,The number of critically ill patients wirh COVID-19 decrease abruptly
ezetimibe,DB00973,Diabetes Mellitus,C0011849,NCT00395603,Terminated,Phase 3,This study was terminated early due to poor recruitment.
deferasirox,DB01609,Iron Overload,C0282193,NCT01159067,Terminated,Phase 2,Low enrollment
,DB00531,Multiple Myeloma,C0026764,NCT00626626,Terminated,Phase 1/Phase 2,Investigator decision
etoposide,DB00773,Malignant neoplasm of breast,C0006142,NCT00020722,Terminated,Phase 2,Lack of funding to continue study.
,DB00338,Nausea,C0027497,NCT00206440,Terminated,Phase 3,Accrual was not optimized
epinephrine,DB00668,Cardiac Arrest,C0018790,NCT00401882,Terminated,Phase 2,Difficult accrual
,DB01234,Tenosynovitis,C0039520,NCT02266433,Terminated,Phase 3,due to PI's change to private practice
vorinostat,DB02546,Malignant neoplasm of breast,C0006142,NCT00126451,Terminated,Phase 2,
metformin,DB00331,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NCT01051011,Terminated,Phase 3,high discontinuation rates mainly due to GI tolerability and implementation of risk mitigation plan to address hypersensitivity reactions
,DB00987,Acute lymphoblastic leukemia - category,C1531702,NCT02535806,Terminated,Phase 2,Funding source discontinued
,DB00005,Rheumatoid Arthritis,C0003873,NCT05379322,Withdrawn,Phase 3,Decision of the local healthcare authority
,DB00231,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
,DB01211,Multiple Myeloma,C0026764,NCT02516696,Terminated,Phase 3,low enrollment
mycophenolate mofetil,DB01024,Acute lymphoblastic leukemia - category,C1531702,NCT03128034,Suspended,Phase 1/Phase 2,Administrative - FDA Comments
cetuximab,DB00002,Non-Small Cell Lung Carcinoma,C0007131,NCT00694603,Terminated,Phase 2,Slow accrual
liraglutide,DB06655,Psoriasis,C0033860,NCT02472717,Withdrawn,Phase 2,
,DB01270,Uveitis,C0042164,NCT00846625,Withdrawn,Phase 2,Insufficient enrollment (no subjects were enrolled)
ondansetron,DB00904,Vomiting,C0042963,NCT02028910,Terminated,Phase 3,
enocitabine,DB01204,Refractory acute myeloid leukemia,C4528668,NCT04196010,Terminated,Phase 1,Terminated due to unfavorable risk-benefit ratio of investigational regimen.
,DB06603,Multiple Myeloma,C0026764,NCT00891033,Terminated,Phase 1,This study was terminated because the drug company stopped making the study drug
tolterodine,DB01036,Urinary Incontinence,C0042024,NCT00439192,Terminated,Phase 2,side effect profile did not match expectations
,DB00531,Malignant neoplasm of breast,C0006142,NCT00003086,Terminated,Phase 1/Phase 2,no participants enrolled in a three year period
,DB00531,Multiple Myeloma,C0026764,NCT01881789,Terminated,Phase 1/Phase 2,A program evaluation identified that the safety profile and pharmacokinetic (PK) characteristics of the formulation used in all oprozomib studies required further optimization and thus enrollment in OPZ003 was halted during dose-escalation.
,DB00531,Retinoblastoma,C0035335,NCT00003273,Withdrawn,Phase 2,
dexmedetomidine,DB00633,Dementia,C0497327,NCT05276830,Terminated,Phase 2,Study was terminated for business reasons; not due to safety or efficacy concerns
mometasone furoate,DB14512,Asthma,C0004096,NCT04206761,Withdrawn,Phase 3,issues related to Covid-19 restrictions/shutdowns
,DB09035,Non-Small Cell Lung Carcinoma,C0007131,NCT03169738,Withdrawn,Phase 1/Phase 2,Trial not initiated
amifostine,DB01143,Trigeminal Neuralgia,C0040997,NCT01364259,Terminated,Phase 3,Patterns of practice changed and this technique is no longer used.
adalimumab,DB00051,Ulcerative Colitis,C0009324,NCT01716039,Terminated,Phase 2,Unable to achieve recruitment target.
metformin,DB00331,Obesity,C0028754,NCT01351753,Terminated,Phase 2,Lack of funding
,DB00563,Rheumatoid Arthritis,C0003873,NCT02930343,Terminated,Phase 3,"Due to time constraints, the study was halted prematurely"
donepezil,DB00843,Schizophrenia,C0036341,NCT00206947,Terminated,Phase 2,No more funding
atorvastatin,DB01076,"Hyperlipidemia, Familial Combined",C0020474,NCT00134238,Terminated,Phase 3,
