drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
fluphenazine enanthate,DB00623,Psychotic Disorders,C0033975,,Approved,,
ibopamine,DB13316,Heart failure,C0018801,,Approved,,
tetracycline,DB09550,Relapsing Fever,C0035021,,Approved,,
vinblastine,DB00570,Mycosis Fungoides,C0026948,,Approved,,
amikacin,DB00479,Non-tuberculous mycobacterial pneumonia,C0349650,,Approved,,
tapentadol,DB06204,Pain,C0030193,,Approved,,
vancomycin,DB00512,Staphylococcal sepsis,C0152965,,Approved,,
hydrocortisone acetate,DB00741,Serum Sickness,C0036830,,Approved,,
certolizumab pegol,DB08904,Pustular psoriasis,C0152081,,Approved,,
nystatin,DB00646,"Candidiasis, Vulvovaginal",C0700345,,Approved,,
abiraterone acetate,DB05812,Hormone refractory prostate cancer,C1328504,,Approved,,
folic acid,DB00158,Mineral deficiency,C0687148,,Approved,,
pralsetinib,DB15822,Non-Small Cell Lung Carcinoma,C0007131,,Approved,,
hydrocortisone acetate,DB14539,"Arthritis, Psoriatic",C0003872,,Approved,,
nisoldipine,DB00401,Hypertensive disease,C0020538,,Approved,,
gentamicin,DB00798,Cholangitis,C0008311,,Approved,,
guaifenesin,DB00874,Rhinorrhea,C1260880,,Approved,,
acetazolamide,DB00819,Edema,C0013604,,Approved,,
levomenthol,DB14123,Seborrheic dermatitis,C0036508,,Approved,,
nitisinone,DB00348,"Tyrosinemia, Type I",C0268490,,Approved,,
calcium phosphate,DB11348,Breastfeeding (mother),C1623040,,Approved,,
prajmalium,DB13555,Ventricular arrhythmia,C0085612,,Approved,,
lorlatinib,DB12130,Non-Small Cell Lung Carcinoma,C0007131,,Approved,,
cefdinir,DB00535,Group A Streptococcal Infections,C0554628,,Approved,,
dihydrotachysterol,DB01070,Hypocalcemia,C0020598,,Approved,,
azlocillin,DB01061,Serratia Infections,C0085394,,Approved,,
naproxen,DB00788,Bursitis,C0006444,,Approved,,
cefixime,DB00671,Acute otitis media,C0271429,,Approved,,
desonide,DB01260,Crohn's disease in remission,C1960764,,Approved,,
phenoxymethylpenicillin,DB00417,Upper Respiratory Infections,C0041912,,Approved,,
eldecalcitol,DB05295,Osteoporosis,C0029456,,Approved,,
quetiapine,DB01224,"Bipolar affective disorder, current episode manic",C0338873,,Approved,,
hydrocortisone succinate,DB00741,Erythema Multiforme,C0014742,,Approved,,
theophylline,DB00277,Asthma night-time symptoms,C1273489,,Approved,,
hydrocortisone,DB00741,Musculoskeletal Diseases,C0026857,,Approved,,
fusidic acid,DB02703,Listeriosis,C0023860,,Approved,,
tobramycin,DB00684,Bacterial sepsis,C0684256,,Approved,,
aztreonam,DB00355,Serratia Infections,C0085394,,Approved,,
ticarcillin,DB01607,Proteus septicemia,C0577690,,Approved,,
ceftriaxone,DB01212,Streptococcal pneumonia,C0155862,,Approved,,
caffeine,DB00201,Nasal congestion (finding),C0027424,,Approved,,
canakinumab,DB06168,Cryopyrin-Associated Periodic Syndromes,C2316212,,Approved,,
cetirizine,DB00341,"Rhinitis, Vasomotor",C0035460,,Approved,,
triamcinolone hexacetonide,DB00620,Keloid,C0022548,,Approved,,
promazine,DB00420,Psychotic Disorders,C0033975,,Approved,,
phenacemide,DB01121,Epilepsy characterized by intractable complex partial seizures,C2711653,,Approved,,
hydrocortisone succinate,DB00741,Tenosynovitis,C0039520,,Approved,,
ketoconazole,DB01026,Cutaneous Candidiasis,C0006846,,Approved,,
amfetamine,DB00182,Obesity,C0028754,,Approved,,
phenazopyridine,DB01438,Dysuria,C0013428,,Approved,,
eravacycline dihydrochloride,DB12329,Abdominal Infection,C1112209,,Approved,,
famotidine,DB00927,Duodenal Ulcer,C0013295,,Approved,,
clindamycin phosphate,DB01190,Staphylococcal sepsis,C0152965,,Approved,,
levofloxacin,DB01137,Pyelonephritis,C0034186,,Approved,,
estradiol acetate,DB13952,Atrophic Vaginitis,C0221392,,Approved,,
chlortalidone,DB00310,Hypertensive disease,C0020538,,Approved,,
vasopressin,DB00067,von Willebrand Disease,C0042974,,Approved,,
cefuroxime axetil,DB01112,Haemophilus influenzae pneumonia,C0276026,,Approved,,
cefoxitin,DB01331,Peptostreptococcus infection,C1096562,,Approved,,
demeclocycline,DB00618,Acute gonococcal cervicitis,C0153195,,Approved,,
prednisolone sodium phosphate,DB00860,Blepharoconjunctivitis,C0005743,,Approved,,
cefotaxime,DB00493,Pneumonia due to Escherichia coli,C0276089,,Approved,,
cefuroxime,DB01112,Rhinoscleroma,C0035468,,Approved,,
choline fenofibrate,DB13873,"Hyperlipidemia, Familial Combined",C0020474,,Approved,,
propafenone,DB01182,Paroxysmal atrial flutter,C0741292,,Approved,,
ceftizoxime,DB01332,Gonorrhea of rectum,C0275665,,Approved,,
bazedoxifene,DB06401,"Osteoporosis, Postmenopausal",C0029458,,Approved,,
cefotaxime,DB00493,Klebsiella cystitis,C0520775,,Approved,,
avibactam,DB09060,Abdominal Infection,C1112209,,Approved,,
ceftizoxime,DB01332,Abdominal Infection,C1112209,,Approved,,
triamcinolone acetonide,DB00620,Post traumatic osteoarthritis,C2894027,,Approved,,
rosuvastatin,DB01098,Hyperlipoproteinemia Type III,C0020479,,Approved,,
daunorubicin,DB00694,Acute lymphocytic leukemia,C0023449,,Approved,,
procaine benzylpenicillin,DB09320,Gingivostomatitis,C0149704,,Approved,,
trimethadione,DB00347,Epilepsy,C0014544,,Approved,,
spectinomycin,DB00919,Gonorrhea of rectum,C0275665,,Approved,,
secobarbital,DB00418,Epilepsy,C0014544,,Approved,,
moxifloxacin,DB00218,Staphylococcal Pneumonia,C0032308,,Approved,,
calcium gluconate,DB11126,Osteoporosis,C0029456,,Approved,,
fusidic acid,DB02703,Serratia Infections,C0085394,,Approved,,
antazoline,DB08799,"Rhinitis, Vasomotor",C0035460,,Approved,,
azlocillin,DB01061,Aspiration Pneumonia,C0032290,,Approved,,
fusidic acid,DB02703,Brill-Zinsser Disease,C0006181,,Approved,,
cefpodoxime proxetil,DB01416,Proteus urinary tract infection,C0577709,,Approved,,
selexipag,DB11362,Pulmonary arterial hypertension,C2973725,,Approved,,
famotidine,DB00927,Gastroesophageal reflux disease,C0017168,,Approved,,
crospovidone,DB11061,Redness of eye,C0235267,,Approved,,
benzalkonium,DB13282,Skin irritation,C0152030,,Approved,,
insulin human,DB00030,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
fludroxycortide,DB00846,Contact Dermatitis,C0011616,,Approved,,
methapyrilene,DB04819,Urticaria,C0042109,,Approved,,
fenofibrate,DB01039,"Hyperlipidemia, Familial Combined",C0020474,,Approved,,
corticotropin,DB01285,Exacerbation of multiple sclerosis,C0581392,,Approved,,
dexamethasone,DB01234,Addisonian crisis,C0151467,,Approved,,
miconazole,DB01110,Oral candidiasis,C0006849,,Approved,,
minocycline,DB01017,Acute gonococcal urethritis,C0275652,,Approved,,
cefradine,DB01333,Pharyngitis,C0031350,,Approved,,
etoposide phosphate,DB00773,Small cell carcinoma of lung,C0149925,,Approved,,
potassium citrate,DB09125,Uric acid renal calculus,C0558595,,Approved,,
phenoxymethylpenicillin,DB00417,Streptococcal tonsillitis,C0275804,,Approved,,
fluorometholone acetate,DB00324,Cyclitis,C0010543,,Approved,,
alectinib,DB11363,Non-Small Cell Lung Carcinoma,C0007131,,Approved,,
fluocinolone acetonide,DB12553,Pruritus of genital organs,C0033777,,Approved,,
cefalexin,DB00567,Streptococcal tonsillitis,C0275804,,Approved,,
metolazone,DB00524,Hypertensive disease,C0020538,,Approved,,
cariprazine,DB06016,"Bipolar affective disorder, current episode manic",C0338873,,Approved,,
hydrocortisone succinate,DB00741,Ankylosing spondylitis,C0038013,,Approved,,
melarsoprol,DB12864,African Trypanosomiasis,C0041228,,Approved,,
tobramycin,DB00684,Punctate keratitis,C0259799,,Approved,,
pheniramine,DB01620,Nasal congestion (finding),C0027424,,Approved,,
prednisolone,DB00860,Cyclitis,C0010543,,Approved,,
methylprednisolone,DB00959,Addison Disease,C0001403,,Approved,,
cimetidine,DB00501,Gastroesophageal reflux disease,C0017168,,Approved,,
prednisolone,DB00860,Thyroiditis,C0040147,,Approved,,
isotretinoin,DB00982,Hypertensive disease,C0020538,,Approved,,
carindacillin,DB00578,Bacterial urinary infection,C0729524,,Approved,,
teplizumab,DB06606,"Diabetes Mellitus, Insulin-Dependent",C0011854,,Approved,,
mometasone furoate,DB14512,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
meclocycline,DB13092,Acute gonococcal endometritis,C0153196,,Approved,,
azidocillin,DB08795,Respiratory Tract Infections,C0035243,,Approved,,
cyclizine,DB01176,Hay fever,C0018621,,Approved,,
acetazolamide,DB00819,Angle Closure Glaucoma,C0017605,,Approved,,
cefalotin,DB00456,Bacterial infection due to Klebsiella pneumoniae,C0343402,,Approved,,
dezocine,DB01209,Pain,C0030193,,Approved,,
fluocinonide,DB12553,"Dermatitis, Atopic",C0011615,,Approved,,
gentamicin,DB00798,Serratia Infections,C0085394,,Approved,,
doxylamine,DB00366,Urticaria,C0042109,,Approved,,
dexamethasone,DB01234,Exfoliative dermatitis,C0011606,,Approved,,
demeclocycline,DB00618,Acute bacterial sinusitis,C0275556,,Approved,,
betamethasone acetate,DB00443,Angioedema,C0002994,,Approved,,
benzethonium,DB11125,Skin irritation,C0152030,,Approved,,
ceftriaxone,DB01212,Gonococcal joint infection,C0153216,,Approved,,
dexamethasone,DB01234,Bursitis,C0006444,,Approved,,
phenobarbital,DB01174,Bipolar disorder in remission,C0270425,,Approved,,
cariprazine,DB06016,Schizophrenia,C0036341,,Approved,,
dexamethasone,DB01234,Adrenal cortical hypofunction,C0405580,,Approved,,
alum,DB09087,Gastroesophageal reflux disease,C0017168,,Approved,,
dexbrompheniramine,DB00405,Hay fever,C0018621,,Approved,,
repaglinide,DB00912,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
promazine,DB00420,Urticaria,C0042109,,Approved,,
amphotericin B,DB00681,Septicemia candida,C0349009,,Approved,,
gemifloxacin,DB01155,"Pneumonia, Bacterial",C0004626,,Approved,,
phenoxymethylpenicillin,DB00417,Infective otitis media,C0729586,,Approved,,
piperacillin,DB00319,Appendicitis,C0003615,,Approved,,
sarilumab,DB11767,Rheumatoid Arthritis,C0003873,,Approved,,
beclometasone dipropionate,DB00394,Allergic rhinitis (disorder),C2607914,,Approved,,
fosnetupitant,DB14019,Chemotherapy-induced nausea and vomiting,C0401160,,Approved,,
atezolizumab,DB11595,Metastatic non-small cell lung cancer,C0278987,,Approved,,
oxyphenisatine,DB04823,Constipation,C0009806,,Approved,,
loncastuximab tesirine,DB16222,B-Cell Lymphomas,C0079731,,Approved,,
thiabendazole,DB00730,Toxocariasis,C0040553,,Approved,,
bilastine,DB11591,Allergic rhinitis (disorder),C2607914,,Approved,,
triamcinolone,DB00620,Rheumatoid Arthritis,C0003873,,Approved,,
bevacizumab,DB00112,Non-small cell lung cancer with mutation in epidermal growth factor receptor,C3840002,,Approved,,
aztreonam,DB00355,Proteus pneumonia,C1260917,,Approved,,
acrivastine,DB09488,Allergic Conjunctivitis,C0009766,,Approved,,
methscopolamine,DB00462,Rhinorrhea,C1260880,,Approved,,
paramethadione,DB00617,Absence Epilepsy,C0014553,,Approved,,
triamcinolone,DB00620,Autoimmune hemolytic anemia,C0002880,,Approved,,
lofexidine,DB04948,Opioid withdrawal,C0029104,,Approved,,
piperacillin,DB00319,Arthropathy associated with infection,C0157749,,Approved,,
prednisolone,DB00860,Giant Cell Arteritis,C0039483,,Approved,,
natalizumab,DB00108,Crohn Disease,C0010346,,Approved,,
prednisolone,DB00860,Bacterial keratitis,C0854211,,Approved,,
levomenthol,DB14123,Tinea Versicolor,C0040262,,Approved,,
ceftizoxime,DB01332,Bacterial infection due to Klebsiella pneumoniae,C0343402,,Approved,,
trospium,DB00209,Urgency of micturition,C0085606,,Approved,,
relebactam,DB12377,Urinary tract infection caused by Escherichia coli,C0577708,,Approved,,
ramelteon,DB00980,Initial insomnia,C0393760,,Approved,,
epinephrine,DB00668,"Glaucoma, Open-Angle",C0017612,,Approved,,
doxylamine,DB00366,Allergic rhinitis (disorder),C2607914,,Approved,,
minocycline,DB01017,Q Fever,C0034362,,Approved,,
prednisolone,DB00860,Post traumatic osteoarthritis,C2894027,,Approved,,
bemiparin,DB09258,Deep Vein Thrombosis,C0149871,,Approved,,
cefonicid,DB01328,Pneumonia due to Escherichia coli,C0276089,,Approved,,
rituximab,DB00073,Pemphigus Foliaceus,C0263313,,Approved,,
benzylpenicillin,DB01053,Bacterial Endocarditis,C0014121,,Approved,,
phenobarbital,DB01174,Lennox-Gastaut syndrome,C0238111,,Approved,,
echothiophate,DB01057,Esotropia,C0014877,,Approved,,
clavulanic acid,DB00766,Klebsiella cystitis,C0520775,,Approved,,
cefotetan,DB01330,Escherichia coli Infections,C0014836,,Approved,,
ulobetasol propionate,DB00596,Contact Dermatitis,C0011616,,Approved,,
quinestrol,DB04575,Atrophic Vaginitis,C0221392,,Approved,,
codeine,DB00318,Nasal congestion (finding),C0027424,,Approved,,
hydrocortisone acetate,DB14539,Post traumatic osteoarthritis,C2894027,,Approved,,
vadadustat,DB12255,Anemia of renal disease,C0472713,,Approved,,
magnesium sulfate,DB00653,Severe pre-eclampsia,C0341950,,Approved,,
epinephrine,DB00668,Septic Shock,C0036983,,Approved,,
cobalamin,DB14098,Vitamin B 12 Deficiency,C0042847,,Approved,,
bendroflumethiazide,DB00436,Hypertensive disease,C0020538,,Approved,,
sodium citrate,DB09154,Rhinorrhea,C1260880,,Approved,,
tamibarotene,DB04942,Acute Promyelocytic Leukemia,C0023487,,Approved,,
triprolidine,DB00427,Pruritus,C0033774,,Approved,,
budesonide,DB01222,Asthma,C0004096,,Approved,,
levosalbutamol,DB13139,Asthma attack,C0347950,,Approved,,
ramucirumab,DB05578,Liver carcinoma,C2239176,,Approved,,
phenylephrine,DB00388,Common Cold,C0009443,,Approved,,
levofloxacin,DB01137,Bacterial infection due to Klebsiella pneumoniae,C0343402,,Approved,,
lomustine,DB01206,Hodgkin Disease,C0019829,,Approved,,
insulin detemir,DB00030,Diabetes Mellitus,C0011849,,Approved,,
theophylline,DB00277,Asthma,C0004096,,Approved,,
chlorphenamine,DB01114,Rhinorrhea,C1260880,,Approved,,
cefiderocol,DB14879,Pyelonephritis,C0034186,,Approved,,
sulfadiazine,DB00359,Ulcerative Colitis,C0009324,,Approved,,
vemurafenib,DB08881,Malignant melanoma with BRAF V600E mutation,C5394779,,Approved,,
triamcinolone diacetate,DB00620,Nephrotic Syndrome,C0027726,,Approved,,
methylprednisolone,DB00959,Aspiration pneumonitis,C1761609,,Approved,,
triamcinolone acetonide,DB00620,Inflammatory Bowel Diseases,C0021390,,Approved,,
tobramycin,DB00684,Bacterial conjunctivitis,C0009768,,Approved,,
voglibose,DB04878,Gaucher Disease,C0017205,,Approved,,
halcinonide,DB06786,Chronic small plaque psoriasis,C0406317,,Approved,,
meclofenamic acid,DB00939,Degenerative polyarthritis,C0029408,,Approved,,
econazole,DB01127,Tinea cruris,C1384589,,Approved,,
setmelanotide,DB11700,Obesity,C0028754,,Approved,,
fluticasone propionate,DB13867,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
leflunomide,DB08880,"Arthritis, Psoriatic",C0003872,,Approved,,
pilocarpine,DB01085,Ocular Hypertension,C0028840,,Approved,,
abatacept,DB01281,Rheumatoid Arthritis,C0003873,,Approved,,
glutethimide,DB01437,Sleeplessness,C0917801,,Approved,,
methylprednisolone,DB00959,Adrenogenital disorder,C0701163,,Approved,,
setmelanotide,DB11700,Obesity due to leptin receptor gene deficiency,C5191640,,Approved,,
cefonicid,DB01328,Pneumonia,C0032285,,Approved,,
prednisolone,DB00860,Pulmonary Fibrosis,C0034069,,Approved,,
terfenadine,DB00342,Nasal congestion (finding),C0027424,,Approved,,
carvedilol,DB01136,Chronic heart failure,C0264716,,Approved,,
gemifloxacin,DB01155,Acute bacterial bronchitis,C0339933,,Approved,,
pyrithione,DB06815,Coughing,C0010200,,Approved,,
loracarbef,DB00447,Chronic pyelonephritis,C0085697,,Approved,,
tirzepatide,DB15171,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
fosinopril,DB00492,Hypertensive disease,C0020538,,Approved,,
methylprednisolone acetate,DB00959,"Rhinitis, Allergic, Perennial",C0035457,,Approved,,
betamethasone,DB00443,Thyroiditis,C0040147,,Approved,,
acefylline,DB13573,Bronchitis,C0006277,,Approved,,
methdilazine,DB00902,Sneezing,C0037383,,Approved,,
quinapril,DB00881,Hypertensive disease,C0020538,,Approved,,
carboplatin,DB00958,Malignant neoplasm of breast,C0006142,,Approved,,
ceftazidime,DB00438,Sepsis due to Staphylococcus aureus,C2887088,,Approved,,
solifenacin,DB01591,Urgency of micturition,C0085606,,Approved,,
azapropazone,DB07402,Gout,C0018099,,Approved,,
azlocillin,DB01061,Haemophilus influenzae pneumonia,C0276026,,Approved,,
dihydroergotamine,DB00320,Migraine Disorders,C0149931,,Approved,,
denileukin diftitox,DB00004,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
bromazine,DB01237,Common Cold,C0009443,,Approved,,
scopolamine,DB00747,Common Cold,C0009443,,Approved,,
lamotrigine,DB00555,Lennox-Gastaut syndrome,C0238111,,Approved,,
betamethasone valerate,DB00443,Exanthema,C0015230,,Approved,,
chlordiazepoxide,DB00475,Severe anxiety (panic),C0231403,,Approved,,
phenytoin,DB00252,Bipolar disorder in remission,C0270425,,Approved,,
mezlocillin,DB00948,Urinary tract infection,C0042029,,Approved,,
hydrocortisone succinate,DB00741,Cerebral Edema,C0006114,,Approved,,
penicillamine,DB00859,Hepatolenticular Degeneration,C0019202,,Approved,,
gabapentin enacarbil,DB08872,Postherpetic neuralgia,C0032768,,Approved,,
clavulanic acid,DB00766,Infective otitis media,C0729586,,Approved,,
estradiol acetate,DB00783,Atrophic Vaginitis,C0221392,,Approved,,
pralsetinib,DB15822,Medullary carcinoma of thyroid,C0238462,,Approved,,
rifaximin,DB01220,Hepatic Encephalopathy,C0019151,,Approved,,
triamcinolone diacetate,DB00620,"Tuberculosis, Miliary",C0041321,,Approved,,
lonidamine,DB06266,Malignant neoplasm of lung,C0242379,,Approved,,
loteprednol etabonate,DB00873,Rosacea,C0035854,,Approved,,
ethacizine,DB13645,Ventricular arrhythmia,C0085612,,Approved,,
eptacog alfa (activated),DB00036,Factor VII Deficiency,C0015503,,Approved,,
magnesium oxide,DB01377,Hypomagnesemia,C0151723,,Approved,,
ceftizoxime,DB01332,Pneumonia,C0032285,,Approved,,
glycopyrronium bromide,DB00986,Peptic Ulcer,C0030920,,Approved,,
zinc oxide,DB09321,Tinea corporis (disorder),C0040252,,Approved,,
meropenem,DB00760,"Meningitis, Bacterial",C0085437,,Approved,,
nadolol,DB01203,Hypertensive disease,C0020538,,Approved,,
montelukast,DB00471,Allergic rhinitis (disorder),C2607914,,Approved,,
triamcinolone acetonide,DB00620,"Lymphoma, T-Cell, Cutaneous",C0079773,,Approved,,
methotrexate,DB00563,Malignant neoplasm of lung,C0242379,,Approved,,
delafloxacin,DB11943,"Skin Diseases, Bacterial",C0162627,,Approved,,
alatrofloxacin,DB09335,Acute gonococcal cervicitis,C0153195,,Approved,,
bulevirtide,DB14853,Chronic viral hepatitis B with hepatitis D,C0400918,,Approved,,
safinamide,DB06654,Parkinson Disease,C0030567,,Approved,,
fluticasone propionate,DB13867,"Dermatitis, Atopic",C0011615,,Approved,,
oxytetracycline,DB00595,Rickettsialpox,C0035597,,Approved,,
ticarcillin,DB01607,Salpingitis,C0036130,,Approved,,
colestilan,DB11634,Hyperphosphatemia (disorder),C0085681,,Approved,,
doxycycline,DB00254,"Typhus, Epidemic Louse-Borne",C0041473,,Approved,,
salicylic acid,DB14006,Tinea corporis (disorder),C0040252,,Approved,,
loteprednol etabonate,DB14596,Uveitis,C0042164,,Approved,,
solriamfetol,DB14754,"Sleep Apnea, Obstructive",C0520679,,Approved,,
bendamustine,DB06769,"Lymphoma, Follicular",C0024301,,Approved,,
tadalafil,DB00820,Pulmonary Hypertension,C0020542,,Approved,,
ampicillin,DB00415,Escherichia coli septicemia,C0276088,,Approved,,
pilocarpine,DB01085,"Glaucoma, Open-Angle",C0017612,,Approved,,
triamcinolone diacetate,DB00620,Trichinellosis,C0040896,,Approved,,
azithromycin,DB00207,Infective otitis media,C0729586,,Approved,,
miconazole,DB01110,Diaper Rash,C0011974,,Approved,,
dimethyl sulfoxide,DB01093,Interstitial Cystitis,C0282488,,Approved,,
enasidenib,DB13874,"Leukemia, Myelocytic, Acute",C0023467,,Approved,,
hydrocortisone succinate,DB00741,Berylliosis,C0005138,,Approved,,
evolocumab,DB09303,Homozygous Familial Hypercholesterolemia,C0342881,,Approved,,
vismodegib,DB08828,Basal cell carcinoma,C0007117,,Approved,,
midazolam,DB00683,Status Epilepticus,C0038220,,Approved,,
revefenacin,DB11855,Chronic Obstructive Airway Disease,C0024117,,Approved,,
